ref,client_id,client_nom,type_credit,montant,duree,taux,score,statut,date_depot,agence_id
ENG-21541,CLI-10486,Ahmed Berrada,Mourabaha Auto,238462.21,60,4.87,88,Contentieux,2026-12-06 13:18:10,AG-006
ENG-21542,CLI-10232,Driss Slaoui,Mourabaha Immo,1050178.61,120,3.64,43,En analyse,2026-12-16 14:47:47,AG-007
ENG-21543,CLI-10431,Karim Bencheikh,Mourabaha Immo,550722.9,240,7.95,51,Debloque,2025-02-01 14:38:58,AG-002
ENG-21544,CLI-10095,Amina Tazi,Credit Tresorerie,371315.71,36,6.05,61,Debloque,2024-01-17 16:30:23,AG-008
ENG-21545,CLI-10295,Zineb Berrada,Mourabaha Auto,151781.49,60,4.44,48,Valide,2026-12-18 10:05:58,AG-010
ENG-21546,CLI-10397,Amina Sbihi,Credit Tresorerie,673607.95,36,7.77,74,Contentieux,2025-12-12 11:45:26,AG-005
ENG-21547,CLI-10162,Khalid Bencheikh,Investissement PME,2140678.31,36,5.34,88,Contentieux,2025-04-15 11:41:39,AG-006
ENG-21548,CLI-10094,Mohamed Bennani,Ijara,167146.41,120,6.98,68,Valide,2024-02-18 16:04:48,AG-009
ENG-21549,CLI-10434,Omar Mouline,Mourabaha Auto,220996.25,24,3.74,51,Contentieux,2023-04-20 10:10:33,AG-003
ENG-21550,CLI-10306,Mohamed Berrada,Mourabaha Auto,330539.47,36,5.37,80,Debloque,2026-07-05 11:28:59,AG-008
ENG-21551,CLI-10439,Abdellah Sbihi,Credit Tresorerie,127793.1,36,5.2,64,Debloque,2024-03-21 10:19:08,AG-010
ENG-21552,CLI-10305,Khalid Fikri,Ijara,203948.77,240,8.45,68,Debloque,2026-02-03 08:02:18,AG-006
ENG-21553,CLI-10418,Khalid El Fassi,Mourabaha Immo,700137.6,180,8.06,33,En analyse,2023-11-17 12:46:25,AG-006
ENG-21554,CLI-10033,Said Guedira,Mourabaha Auto,159682.57,24,8.09,44,Debloque,2025-03-26 08:09:55,AG-005
ENG-21555,CLI-10446,Amina Mouline,Investissement PME,1021659.57,60,5.82,59,Debloque,2023-07-27 10:33:25,AG-010
ENG-21556,CLI-10409,Ahmed Balafrej,Mourabaha Immo,287414.09,240,4.66,37,Debloque,2026-06-27 13:22:09,AG-010
ENG-21557,CLI-10451,Khalid Mouline,Mourabaha Immo,523096.33,120,6.7,29,Debloque,2026-03-24 12:26:13,AG-007
ENG-21558,CLI-10163,Khalid Fikri,Investissement PME,2055931.33,84,7.92,44,Surveillance,2023-05-17 15:15:29,AG-007
ENG-21559,CLI-10355,Omar Lamrani,Mourabaha Auto,127295.67,60,7.46,25,Valide,2023-11-21 16:27:03,AG-007
ENG-21560,CLI-10141,Amina Tazi,Ijara,232376.29,120,3.68,84,Debloque,2026-05-05 08:43:56,AG-002
ENG-21561,CLI-10181,Amine Hakim,Mourabaha Immo,691483.28,240,8.78,58,Debloque,2024-06-25 10:26:12,AG-004
ENG-21562,CLI-10013,Amina Berrada,Investissement PME,1853436.76,48,5.37,51,Valide,2025-05-20 09:25:54,AG-006
ENG-21563,CLI-10072,Hicham Berrada,Mourabaha Immo,174424.68,120,7.11,59,Contentieux,2024-12-08 12:56:24,AG-001
ENG-21564,CLI-10089,Rachid Fikri,Ijara,335916.78,120,3.75,91,Valide,2023-01-07 09:03:22,AG-007
ENG-21565,CLI-10312,Abdellah Benjelloun,Mourabaha Auto,209007.42,24,4.51,42,Debloque,2025-08-12 08:09:43,AG-005
ENG-21566,CLI-10153,Abdellah El Fassi,Mourabaha Auto,225388.54,48,7.59,66,Debloque,2023-08-28 13:19:26,AG-008
ENG-21567,CLI-10127,Hassan Hakim,Mourabaha Immo,1124176.92,180,6.36,50,Contentieux,2025-12-07 10:31:01,AG-010
ENG-21568,CLI-10131,Ahmed Kabbaj,Mourabaha Auto,146039.32,36,5.59,24,Surveillance,2026-12-20 12:11:57,AG-003
ENG-21569,CLI-10232,Driss Slaoui,Investissement PME,1039492.1,48,3.84,29,En analyse,2023-08-19 09:00:04,AG-007
ENG-21570,CLI-10120,Zineb El Fassi,Mourabaha Auto,367404.62,60,6.18,21,En analyse,2024-04-26 13:21:47,AG-004
ENG-21571,CLI-10408,Omar Ouazzani,Mourabaha Auto,181511.19,36,7.37,33,Surveillance,2023-10-13 10:10:45,AG-004
ENG-21572,CLI-10384,Mohamed Lamrani,Mourabaha Auto,343454.89,48,4.79,-5,Surveillance,2024-05-07 13:56:09,AG-008
ENG-21573,CLI-10473,Driss Lamrani,Credit Tresorerie,453403.49,24,6.64,74,Debloque,2024-10-09 15:02:41,AG-004
ENG-21574,CLI-10180,Rachid El Amrani,Ijara,248902.37,120,5.81,54,Debloque,2025-02-06 13:52:59,AG-005
ENG-21575,CLI-10016,Said Balafrej,Credit Tresorerie,517139.41,36,3.9,57,Debloque,2026-07-23 14:33:02,AG-002
ENG-21576,CLI-10009,Mehdi Slaoui,Mourabaha Auto,239657.24,60,6.66,32,Contentieux,2023-09-26 15:30:45,AG-004
ENG-21577,CLI-10420,Amine Erraji,Mourabaha Immo,425191.38,120,4.12,44,Valide,2023-08-28 12:29:16,AG-007
ENG-21578,CLI-10322,Noureddine Sbihi,Mourabaha Immo,865163.43,240,4.58,24,Debloque,2025-09-14 15:14:07,AG-009
ENG-21579,CLI-10373,Amina Fassi-Fihri,Mourabaha Immo,376266.94,240,8.44,69,Debloque,2023-02-22 09:52:56,AG-006
ENG-21580,CLI-10327,Nadia Erraji,Mourabaha Immo,432278.76,120,7.5,68,Debloque,2026-09-18 08:26:36,AG-002
ENG-21581,CLI-10111,Khadija Bennani,Mourabaha Auto,140532.38,24,4.34,79,Debloque,2026-02-17 09:02:54,AG-008
ENG-21582,CLI-10029,Zineb Alaoui,Ijara,364259.64,120,8.47,58,Valide,2024-05-08 09:23:38,AG-007
ENG-21583,CLI-10117,Nadia Zniber,Investissement PME,989245.75,48,8.93,24,Valide,2023-03-04 16:13:03,AG-010
ENG-21584,CLI-10110,Nadia Balafrej,Mourabaha Auto,209677.77,60,3.8,58,Valide,2023-01-21 15:46:31,AG-007
ENG-21585,CLI-10345,Meryem Fassi-Fihri,Mourabaha Immo,554391.08,120,7.03,88,Debloque,2024-11-07 10:13:38,AG-010
ENG-21586,CLI-10144,Salma Tazi,Mourabaha Immo,579998.23,240,8.95,999,Debloque,2024-09-18 10:31:03,AG-002
ENG-21587,CLI-10223,Khalid Bennani,Mourabaha Auto,239291.0,48,7.05,32,Surveillance,2024-07-22 08:58:04,AG-010
ENG-21588,CLI-10194,Leila Kabbaj,Mourabaha Immo,390897.84,180,7.29,39,Debloque,2023-09-10 12:16:35,AG-001
ENG-21589,CLI-10319,Salma Idrissi,Mourabaha Immo,436764.65,180,6.44,79,Debloque,2023-05-10 11:58:08,AG-008
ENG-21590,CLI-10043,Nadia Jai,Mourabaha Auto,122232.91,36,8.53,20,Valide,2026-09-12 10:00:36,AG-006
ENG-21591,CLI-10068,Youssef El Fassi,Mourabaha Auto,240513.62,60,8.82,67,Debloque,2023-10-26 08:00:27,AG-008
ENG-21592,CLI-10240,Meryem Hakim,Mourabaha Auto,442563.12,48,6.8,49,Debloque,2026-11-28 15:00:34,AG-005
ENG-21593,CLI-10004,Hicham Erraji,Mourabaha Immo,538414.71,240,7.13,35,Debloque,2026-01-11 10:48:41,AG-001
ENG-21594,CLI-10295,Zineb Berrada,Ijara,327692.41,120,7.56,34,Debloque,2024-08-02 15:18:44,AG-010
ENG-21595,CLI-10179,Asmaa Balafrej,Ijara,527424.61,240,6.63,41,Debloque,2023-03-13 17:00:16,AG-007
ENG-21596,CLI-10360,Samira Hakim,Mourabaha Immo,668873.2,180,7.45,38,Debloque,2023-03-11 14:17:10,AG-002
ENG-21597,CLI-10242,Said Guedira,Mourabaha Auto,253076.79,24,4.12,65,Debloque,2026-12-26 15:59:37,AG-010
ENG-21598,CLI-10428,Ahmed El Amrani,Mourabaha Auto,280840.76,48,5.91,23,Surveillance,2025-03-07 15:25:13,AG-006
ENG-21599,CLI-10474,Samira Lamrani,Investissement PME,1916802.33,48,5.82,80,Debloque,2024-05-20 15:43:15,AG-004
ENG-21600,CLI-10453,Nadia Zniber,Ijara,189182.82,240,3.84,67,Valide,2024-08-14 13:47:03,AG-004
ENG-21601,CLI-10213,Hicham Bennani,Mourabaha Immo,359998.04,240,3.78,58,Valide,2024-08-07 09:22:57,AG-008
ENG-21602,CLI-10417,Mohamed El Fassi,Mourabaha Immo,811291.05,240,6.64,76,Debloque,2024-09-18 16:10:41,AG-003
ENG-21603,CLI-10471,Soukaina Benjelloun,Mourabaha Auto,379610.95,48,8.62,63,Debloque,2025-11-21 08:37:44,AG-008
ENG-21604,CLI-10448,Nadia Balafrej,Credit Tresorerie,557395.0,36,7.43,66,Contentieux,2024-05-05 15:09:15,AG-008
ENG-21605,CLI-10444,Samira Fikri,Ijara,356495.89,240,7.64,22,Surveillance,2025-02-14 17:26:23,AG-002
ENG-21606,CLI-10377,Amina Berrada,Credit Tresorerie,20000,12,6.43,72,Valide,2025-03-04 17:51:28,AG-002
ENG-21607,CLI-10378,Ahmed Berrada,Mourabaha Immo,1117131.5,240,6.72,61,Debloque,2026-04-22 11:17:20,AG-010
ENG-21608,CLI-10020,Omar Fikri,Ijara,413879.98,120,6.99,51,Debloque,2023-02-07 08:16:17,AG-005
ENG-21609,CLI-10466,Imane Balafrej,Investissement PME,2210941.95,36,5.49,92,Valide,2025-09-16 13:56:35,AG-005
ENG-21610,CLI-10490,Hassan Benjelloun,Mourabaha Auto,337562.26,60,8.18,80,En analyse,2023-12-13 16:07:47,AG-002
ENG-21611,CLI-10092,Amina Berrada,Credit Tresorerie,444349.17,24,5.16,73,Surveillance,2024-06-01 10:24:21,AG-004
ENG-21612,CLI-10463,Hind Slaoui,Mourabaha Immo,638654.39,240,4.95,22,Debloque,2025-06-10 17:30:21,AG-009
ENG-21613,CLI-10423,Khalid Jai,Credit Tresorerie,117362.94,36,4.42,67,Valide,2024-05-23 13:31:18,AG-001
ENG-21614,CLI-10286,Omar El Amrani,Ijara,299049.87,240,4.36,43,En analyse,2024-07-02 11:30:35,AG-003
ENG-21615,CLI-10062,Meryem Kabbaj,Mourabaha Immo,568547.52,240,7.06,67,Valide,2026-10-25 16:25:44,AG-006
ENG-21616,CLI-10191,Nadia Benjelloun,Ijara,499425.94,120,8.88,56,Valide,2023-03-17 15:17:47,AG-007
ENG-21617,CLI-10037,Samira El Fassi,Mourabaha Immo,858646.61,180,4.36,79,Debloque,2025-09-23 15:12:45,AG-009
ENG-21618,CLI-10391,Mohamed Fikri,Mourabaha Immo,443217.7,240,6.87,21,Valide,2026-02-03 13:49:20,AG-003
ENG-21619,CLI-10022,Salma Jai,Mourabaha Immo,694110.39,180,8.77,78,Valide,2025-12-12 08:04:51,AG-004
ENG-21620,CLI-10359,Youssef Idrissi,Ijara,581736.44,240,5.78,54,Debloque,2025-09-22 08:19:45,AG-010
ENG-21621,CLI-10083,Noureddine Jai,Mourabaha Auto,372041.9,48,4.02,81,Debloque,2025-07-11 10:42:42,AG-001
ENG-21622,CLI-10075,Asmaa Lamrani,Mourabaha Immo,716459.39,240,3.75,72,Debloque,2023-04-21 14:26:17,AG-008
ENG-21623,CLI-10152,Karim Zniber,Mourabaha Auto,284668.65,48,7.47,93,En analyse,2026-06-28 16:03:03,AG-010
ENG-21624,CLI-10466,Imane Balafrej,Investissement PME,876947.53,36,5.99,35,Valide,2025-01-08 09:54:57,AG-005
ENG-21625,CLI-10427,Imane Sbihi,Mourabaha Immo,708696.94,240,5.07,51,En analyse,2023-08-11 10:01:10,AG-004
ENG-21626,CLI-10474,Samira Lamrani,Ijara,300783.43,240,8.98,82,Contentieux,2025-03-12 14:20:00,AG-004
ENG-21627,CLI-10164,Salma Mouline,Mourabaha Auto,228850.66,60,4.59,78,Surveillance,2023-03-15 12:58:15,AG-007
ENG-21628,CLI-10348,Abdellah El Amrani,Credit Tresorerie,254178.85,36,5.82,-5,En analyse,2026-03-05 17:40:33,AG-003
ENG-21629,CLI-10214,Zineb Balafrej,Mourabaha Auto,291472.07,36,6.42,62,Valide,2023-11-03 09:10:25,AG-005
ENG-21630,CLI-10418,Khalid El Fassi,Ijara,422570.1,180,8.88,56,Valide,2026-10-12 14:49:47,AG-006
ENG-21631,CLI-10253,Leila Lamrani,Mourabaha Immo,876925.1,240,6.82,43,Contentieux,2025-06-15 13:19:11,AG-007
ENG-21632,CLI-10229,Hassan Alaoui,Investissement PME,2480274.8,84,,25,Surveillance,2025-06-26 15:26:52,AG-004
ENG-21633,CLI-10488,Said Zniber,Mourabaha Auto,176441.52,60,5.91,82,Debloque,2023-02-25 14:51:06,AG-006
ENG-21634,CLI-10017,Youssef Hakim,Ijara,207626.32,120,4.89,82,Valide,2026-01-27 09:37:51,AG-001
ENG-21635,CLI-10009,Mehdi Slaoui,Mourabaha Auto,310086.6,48,6.12,68,Debloque,2023-05-07 12:39:15,AG-004
ENG-21636,CLI-10232,Driss Slaoui,Mourabaha Immo,554553.99,180,5.38,29,Valide,2026-04-11 16:35:13,AG-007
ENG-21637,CLI-10337,Driss Benjelloun,Mourabaha Immo,512151.07,120,8.98,66,Debloque,2024-09-10 16:37:32,AG-009
ENG-21638,CLI-10012,Khalid Sbihi,Mourabaha Immo,731851.54,120,3.99,22,Contentieux,2025-07-05 14:46:57,AG-001
ENG-21639,CLI-10236,Soukaina Berrada,Ijara,443181.93,180,8.89,36,Contentieux,2025-06-10 15:07:27,AG-006
ENG-21640,CLI-10020,Omar Fikri,Mourabaha Auto,146250.11,60,5.82,83,En analyse,2025-08-18 11:48:50,AG-005
ENG-21641,CLI-10108,Asmaa Sbihi,Mourabaha Immo,637586.83,120,6.6,89,Debloque,2024-08-16 09:11:45,AG-001
ENG-21642,CLI-10338,Khalid Fikri,Credit Tresorerie,334122.84,12,5.17,26,En analyse,2023-08-16 09:58:19,AG-002
ENG-21643,CLI-10332,Asmaa Tazi,Mourabaha Auto,394886.91,36,7.83,32,Debloque,2026-12-08 16:51:24,AG-008
ENG-21644,CLI-10092,Amina Berrada,Mourabaha Immo,401327.73,240,7.86,23,Surveillance,2025-12-04 14:52:40,AG-004
ENG-21645,CLI-10130,Leila Bencheikh,Mourabaha Immo,565138.15,240,7.26,61,Debloque,2024-08-04 16:25:41,AG-007
ENG-21646,CLI-10175,Said Fikri,Ijara,274264.45,240,6.45,42,Valide,2023-01-21 08:15:57,AG-010
ENG-21647,CLI-10220,Samira Slaoui,Mourabaha Immo,599925.3,120,6.2,71,Contentieux,2026-12-08 11:30:46,AG-001
ENG-21648,CLI-10401,Mohamed Balafrej,Ijara,445030.29,120,4.23,71,Debloque,2023-07-15 11:08:52,AG-008
ENG-21649,CLI-10079,Asmaa Sbihi,Mourabaha Immo,430584.8,240,4.22,37,Debloque,2026-01-10 16:25:47,AG-004
ENG-21650,CLI-10475,Youssef Sbihi,Mourabaha Auto,174129.51,60,6.31,23,Debloque,2025-03-16 10:38:55,AG-008
ENG-21651,CLI-10370,Leila Idrissi,Mourabaha Auto,218015.65,24,6.87,93,Debloque,2024-01-16 16:39:54,AG-006
ENG-21652,CLI-10138,Rachid Ouazzani,Mourabaha Immo,619088.56,180,7.06,45,Debloque,2023-10-10 09:21:21,AG-001
ENG-21653,CLI-10252,Said Bencheikh,Ijara,867023.68,180,6.12,75,Valide,2026-12-12 15:54:38,AG-007
ENG-21654,CLI-10441,Rachid El Amrani,Ijara,272638.91,240,8.33,34,Surveillance,2024-12-02 09:54:02,AG-010
ENG-21655,CLI-10105,Khadija Fassi-Fihri,Ijara,207973.67,120,8.02,44,Debloque,2024-01-13 11:39:29,AG-005
ENG-21656,CLI-10278,Hassan Ouazzani,Mourabaha Immo,620253.53,180,3.65,74,En analyse,2023-08-13 14:53:22,AG-001
ENG-21657,CLI-10097,Omar Hakim,Investissement PME,1472039.28,84,5.32,27,Valide,2026-01-10 13:32:20,AG-006
ENG-21658,CLI-10169,Amina El Amrani,Mourabaha Immo,903084.47,240,7.5,41,Debloque,2025-10-03 13:55:24,AG-006
ENG-21659,CLI-10241,Meryem Kabbaj,Mourabaha Auto,402804.38,36,4.66,78,Debloque,2023-10-17 09:13:53,AG-002
ENG-21660,CLI-10290,Mohamed Ouazzani,Mourabaha Immo,159702.22,240,8.65,,Debloque,2023-03-09 13:29:03,AG-006
ENG-21661,CLI-10320,Youssef Fassi-Fihri,Ijara,435788.43,240,7.81,69,Debloque,2023-10-19 11:16:52,AG-009
ENG-21662,CLI-10331,Amine Tazi,Mourabaha Auto,428625.26,36,7.71,22,Debloque,2023-12-23 15:14:52,AG-003
ENG-21663,CLI-10139,Mehdi Guedira,Mourabaha Auto,189468.13,60,5.34,-5,En analyse,2023-08-25 11:33:25,AG-002
ENG-21664,CLI-10068,Youssef El Fassi,Mourabaha Immo,602753.99,180,6.58,81,Debloque,2026-02-25 08:58:28,AG-008
ENG-21665,CLI-10089,Rachid Fikri,Ijara,319680.25,120,7.1,33,Debloque,2025-12-12 12:49:05,AG-007
ENG-21666,CLI-10472,Driss Sbihi,Mourabaha Auto,241957.04,24,7.72,85,En analyse,2026-07-27 14:10:40,AG-004
ENG-21667,CLI-10266,Asmaa Hakim,Ijara,388504.98,180,9.0,92,Debloque,2023-07-02 14:41:22,AG-005
ENG-21668,CLI-10461,Zineb Guedira,Ijara,166287.09,180,7.97,42,En analyse,2024-02-11 11:23:12,AG-003
ENG-21669,CLI-10191,Nadia Benjelloun,Mourabaha Auto,211957.64,60,5.86,42,Debloque,2026-05-09 12:25:09,AG-007
ENG-21670,CLI-10222,Rachid Ouazzani,Mourabaha Auto,337103.3,48,7.96,67,Debloque,2024-07-06 14:42:50,AG-008
ENG-21671,CLI-10012,Khalid Sbihi,Mourabaha Auto,204451.26,48,5.12,87,Valide,2024-02-26 12:17:08,AG-001
ENG-21672,,Driss Hakim,Mourabaha Immo,394385.85,240,7.54,62,Valide,2024-08-20 11:15:10,AG-007
ENG-21673,CLI-10057,Rachid Bennani,Investissement PME,1490092.75,60,8.68,22,Debloque,2023-02-17 12:59:39,AG-003
ENG-21674,CLI-10013,Amina Berrada,Mourabaha Immo,741864.03,120,5.8,51,Valide,2025-11-01 17:23:26,AG-006
ENG-21675,CLI-10473,Driss Lamrani,Mourabaha Immo,341001.1,240,4.56,83,Debloque,2026-09-05 10:24:43,AG-004
ENG-21676,CLI-10499,Rachid Zniber,Ijara,601827.3,240,6.05,26,Debloque,2024-05-06 10:24:14,AG-005
ENG-21677,CLI-10388,Noureddine Tazi,Ijara,533122.42,180,6.58,51,Surveillance,2023-09-07 08:19:29,AG-003
ENG-21678,CLI-10477,Imane Berrada,Credit Tresorerie,155971.24,12,5.47,77,Debloque,2026-10-23 17:02:35,AG-007
ENG-21679,CLI-10328,Hicham Zniber,Ijara,575394.95,240,4.05,39,Debloque,2024-04-02 14:58:40,AG-001
ENG-21680,CLI-10282,Youssef Balafrej,Ijara,299680.3,180,6.39,92,Debloque,2024-01-10 09:01:22,AG-006
ENG-21681,CLI-10427,Imane Sbihi,Mourabaha Auto,378369.87,48,3.87,46,Debloque,2024-12-22 11:51:50,AG-004
ENG-21682,CLI-10467,Fatima Alaoui,Mourabaha Immo,305133.41,180,8.29,61,Debloque,2023-09-02 12:42:55,AG-007
ENG-21683,CLI-10420,Amine Erraji,Ijara,408730.98,120,4.46,77,Valide,2025-01-02 13:52:16,AG-007
ENG-21684,CLI-10267,Hassan Erraji,Mourabaha Immo,853557.82,240,8.11,33,Valide,2026-09-09 14:58:08,AG-010
ENG-21685,CLI-10044,Mehdi Slaoui,Mourabaha Auto,165807.29,48,8.88,44,Valide,2025-07-04 08:32:58,AG-003
ENG-21686,CLI-10048,Amina Alaoui,Ijara,359720.45,120,7.05,,Valide,2025-08-11 15:48:55,AG-001
ENG-21687,CLI-10083,Noureddine Jai,Mourabaha Immo,185128.27,240,6.35,23,Debloque,2023-09-21 13:49:45,AG-001
ENG-21688,CLI-10461,Zineb Guedira,Mourabaha Auto,268519.65,36,8.47,64,Valide,2026-07-14 14:13:20,AG-003
ENG-21689,CLI-10240,Meryem Hakim,Mourabaha Auto,290516.38,24,3.84,32,Debloque,2024-12-10 13:20:45,AG-005
ENG-21690,CLI-10346,Youssef Benjelloun,Mourabaha Immo,715955.5,120,7.65,60,Surveillance,2026-12-19 12:35:02,AG-005
ENG-21691,CLI-10492,Meryem Fassi-Fihri,Ijara,266828.99,240,8.76,79,Debloque,2023-09-28 14:48:56,AG-002
ENG-21692,CLI-10396,Hicham Sbihi,Mourabaha Auto,173505.43,24,8.88,21,Debloque,2024-08-13 10:51:41,AG-005
ENG-21693,CLI-10167,Khadija Idrissi,Mourabaha Immo,580708.82,180,3.62,34,Debloque,2025-02-27 10:55:26,AG-003
ENG-21694,CLI-10274,Hind Benjelloun,Mourabaha Immo,481117.07,240,7.92,51,Debloque,2023-02-19 16:23:29,AG-004
ENG-21695,CLI-10206,Imane Fikri,Ijara,423573.99,120,6.23,86,Surveillance,2024-02-02 15:37:12,AG-003
ENG-21696,CLI-10414,Zineb Idrissi,Mourabaha Auto,298994.98,24,5.69,70,Contentieux,2023-01-13 10:40:14,AG-003
ENG-21697,CLI-10464,Omar Balafrej,Investissement PME,979395.59,84,7.09,76,Valide,2023-01-07 10:26:07,AG-002
ENG-21698,CLI-10142,Omar Zniber,Mourabaha Immo,566867.41,180,7.28,74,Debloque,2025-05-12 16:54:22,AG-010
ENG-21699,CLI-10156,Hassan Alaoui,Ijara,457288.48,240,5.21,32,Debloque,2023-05-06 08:21:03,AG-008
ENG-21700,CLI-10332,Asmaa Tazi,Ijara,305830.34,240,8.07,79,Debloque,2024-03-22 08:52:42,AG-008
ENG-21701,CLI-10458,Samira Mouline,Ijara,452410.81,240,5.21,40,Debloque,2024-10-07 12:52:19,AG-005
ENG-21702,CLI-10500,Ahmed Hakim,Credit Tresorerie,201339.61,36,4.1,66,Debloque,2025-03-10 14:33:20,AG-007
ENG-21703,CLI-10175,Said Fikri,Credit Tresorerie,454560.07,36,7.25,25,Debloque,2024-03-24 12:20:39,AG-010
ENG-21704,CLI-10254,Khalid Zniber,Ijara,382336.52,240,4.66,71,Contentieux,2024-06-28 16:53:33,AG-003
ENG-21705,CLI-10112,Nadia Sbihi,Credit Tresorerie,259230.01,36,7.24,50,Debloque,2024-07-06 10:37:54,AG-004
ENG-21706,CLI-10039,Hicham Alaoui,Ijara,448360.0,180,3.86,27,Valide,2026-05-21 14:59:12,AG-005
ENG-21707,CLI-10200,Khalid Guedira,Mourabaha Auto,269249.16,48,7.54,20,Valide,2025-10-15 17:49:36,AG-009
ENG-21708,CLI-10051,Driss El Amrani,Ijara,366464.48,180,3.56,36,Valide,2023-01-13 11:30:28,AG-008
ENG-21709,CLI-10468,Ahmed Guedira,Ijara,484615.6,180,5.38,29,Debloque,2026-03-07 09:00:02,AG-002
ENG-21710,CLI-10024,Driss Benjelloun,Credit Tresorerie,262080.32,12,3.81,69,Debloque,2024-02-25 12:32:29,AG-002
ENG-21711,CLI-10359,Youssef Idrissi,Credit Tresorerie,654066.38,24,6.86,78,Debloque,2026-07-08 09:29:32,AG-010
ENG-21712,CLI-10023,Rachid Lamrani,Mourabaha Immo,706312.91,120,5.25,-5,En analyse,2023-11-07 09:42:52,AG-002
ENG-21713,CLI-10428,Ahmed El Amrani,Mourabaha Immo,319845.81,240,5.41,32,Valide,2023-08-24 09:59:33,AG-006
ENG-21714,CLI-10065,Fatima Bencheikh,Mourabaha Auto,370351.09,24,5.18,38,Valide,2026-12-17 13:21:44,AG-002
ENG-21715,CLI-10167,Khadija Idrissi,Mourabaha Immo,406692.07,120,8.33,34,Debloque,2023-06-16 14:05:04,AG-003
ENG-21716,CLI-10033,Said Guedira,Mourabaha Immo,715827.85,240,6.48,61,Debloque,2025-09-01 15:01:37,AG-005
ENG-21717,CLI-10210,Khadija Jai,Mourabaha Immo,256896.15,180,3.52,49,Contentieux,2026-03-09 11:35:21,AG-010
ENG-21718,CLI-10248,Soukaina Benjelloun,Ijara,20000,180,8.51,42,Debloque,2025-10-19 10:15:43,AG-004
ENG-21719,CLI-10368,Zineb Hakim,Mourabaha Immo,562440.73,180,8.13,81,Debloque,2023-09-21 08:43:40,AG-010
ENG-21720,CLI-10167,Khadija Idrissi,Credit Tresorerie,599841.74,12,8.52,72,Debloque,2025-12-11 13:43:24,AG-003
ENG-21721,CLI-10444,Samira Fikri,Mourabaha Immo,680358.79,240,6.1,29,Debloque,2026-04-06 11:32:54,AG-002
ENG-21722,CLI-10355,Omar Lamrani,Credit Tresorerie,344057.35,12,5.95,21,Debloque,2026-01-26 09:49:21,AG-007
ENG-21723,CLI-10143,Hicham Bencheikh,Mourabaha Immo,177454.07,180,7.45,58,Debloque,2026-03-07 15:51:05,AG-005
ENG-21724,CLI-10404,Karim Ouazzani,Investissement PME,2015244.58,60,4.08,51,Valide,2023-10-27 08:51:28,AG-003
ENG-21725,CLI-10287,Rachid Bennani,Mourabaha Auto,183466.06,60,6.26,57,Debloque,2023-08-18 09:08:04,AG-009
ENG-21726,CLI-10397,Amina Sbihi,Investissement PME,1563509.6,84,7.52,94,En analyse,2024-12-11 15:31:51,AG-005
ENG-21727,CLI-10398,Youssef Fikri,Mourabaha Immo,728150.32,120,5.7,87,Debloque,2025-05-12 10:15:08,AG-002
ENG-21728,CLI-10325,Zineb Fikri,Mourabaha Auto,326541.42,24,6.8,38,Debloque,2026-10-26 12:57:35,AG-008
ENG-21729,CLI-10438,Rachid Mouline,Mourabaha Immo,732775.6,240,6.74,52,Valide,2025-09-03 13:35:05,AG-009
ENG-21730,CLI-10271,Mehdi Kabbaj,Mourabaha Auto,346161.63,48,5.88,88,Surveillance,2024-09-07 11:44:40,AG-010
ENG-21731,CLI-10225,Asmaa Fikri,Ijara,259208.11,240,7.57,31,En analyse,2025-01-28 10:20:24,AG-007
ENG-21732,CLI-10185,Abdellah Jai,Ijara,346238.46,180,5.37,36,Valide,2024-06-07 17:40:38,AG-008
ENG-21733,CLI-10081,Hicham Sbihi,Mourabaha Auto,180315.8,36,4.47,52,Debloque,2023-09-23 14:03:33,AG-003
ENG-21734,CLI-10451,Khalid Mouline,Mourabaha Auto,458160.87,48,4.13,58,Debloque,2025-12-27 10:32:49,AG-007
ENG-21735,CLI-10466,Imane Balafrej,Mourabaha Immo,471115.06,240,5.48,46,Debloque,2025-06-09 14:24:05,AG-005
ENG-21736,CLI-10051,Driss El Amrani,Mourabaha Immo,0,240,8.35,72,Surveillance,2024-03-15 09:41:51,AG-008
ENG-21737,CLI-10136,Imane El Amrani,Mourabaha Auto,191363.38,36,4.13,39,En analyse,2026-09-19 08:05:41,AG-005
ENG-21738,CLI-10101,Mehdi Alaoui,Mourabaha Immo,505984.33,120,4.39,46,Debloque,2025-08-03 10:02:14,AG-008
ENG-21739,CLI-10301,Rachid Mouline,Credit Tresorerie,0,36,8.19,22,Debloque,2024-12-12 14:42:27,AG-009
ENG-21740,CLI-10192,Ahmed Ouazzani,Ijara,362204.38,180,4.72,60,Debloque,2025-03-27 09:08:15,AG-009
ENG-21741,CLI-10373,Amina Fassi-Fihri,Mourabaha Immo,519106.65,,4.55,59,Valide,2026-09-22 14:23:29,AG-006
ENG-21742,CLI-10478,Fatima Zniber,Mourabaha Immo,592152.64,240,5.03,70,Valide,2026-05-23 11:42:53,AG-003
ENG-21743,CLI-10192,Ahmed Ouazzani,Mourabaha Immo,499111.76,120,5.61,29,Debloque,2024-08-14 08:09:02,AG-009
ENG-21744,CLI-10463,Hind Slaoui,Mourabaha Auto,402118.65,48,4.44,77,Debloque,2025-06-12 12:05:07,AG-009
